2285	2388	0.75
2285	2430	0.75
2285	2443	1.5
2285	2455	11.25
2285	2466	11.25
2285	2472	0.75
2285	2495	4.5
2285	2528	1.5
2285	2537	3
2285	2578	3
2285	2610	1.5
2293	2354	1.5
2293	2388	3
2293	2415	3
2293	2597	0.75
2293	2678	0.75
2296	2315	2.25
2296	2321	0.75
2296	2354	62.25
2296	2368	3.75
2296	2388	37.5
2296	2415	1.5
2296	2423	0.75
2296	2430	12
2296	2466	0.75
2296	2469	14.25
2296	2475	4.5
2296	2495	4.5
2296	2498	1.5
2296	2540	1.5
2296	2548	4.5
2296	2559	2.25
2296	2567	0.75
2296	2597	3
2296	2610	0.75
2296	2623	0.75
2296	2650	9
2296	2656	3
2296	2678	4.5
2305	2415	0.75
2305	2443	0.75
2305	2466	0.75
2305	2469	8.25
2305	2475	0.75
2305	2613	0.75
2308	2388	3
2308	2405	1.5
2308	2430	0.75
2308	2443	2.25
2308	2455	30.75
2308	2466	3.75
2308	2469	0.75
2308	2472	1.5
2308	2495	1.5
2308	2528	0.75
2308	2537	5.25
2308	2578	2.25
2308	2610	1.5
2308	2678	0.75
2312	2354	6.75
2312	2388	3
2312	2415	5.25
2312	2430	2.25
2312	2446	0.75
2312	2455	3
2312	2466	2.25
2312	2469	1.5
2312	2472	0.75
2312	2475	3
2312	2488	0.75
2312	2495	6.75
2312	2528	0.75
2312	2548	3.75
2312	2551	0.75
2312	2559	3.75
2312	2562	0.75
2312	2597	7.5
2312	2610	3.75
2312	2650	10.5
2312	2656	4.5
2312	2675	0.75
2312	2678	10.5
2312	2681	0.75
2315	2354	16.5
2315	2368	3.75
2315	2388	5.25
2315	2405	0.75
2315	2415	2.25
2315	2430	1.5
2315	2433	0.075
2315	2443	0.75
2315	2469	15.75
2315	2475	8.25
2315	2498	0.75
2315	2528	2.25
2315	2548	0.75
2315	2551	0.75
2315	2562	0.75
2315	2650	3
2315	2656	0.75
2315	2678	0.75
2315	2681	0.75
2321	2296	1.5
2321	2308	0.75
2321	2368	0.75
2321	2377	0.75
2321	2388	6.75
2321	2415	2.25
2321	2423	0.75
2321	2430	0.75
2321	2433	0.3
2321	2450	0.75
2321	2475	3.75
2321	2498	0.75
2321	2548	3
2321	2559	4.5
2321	2578	6
2321	2597	1.5
2321	2610	0.75
2321	2623	1.5
2321	2650	1.5
2321	2656	1.5
2321	2678	3
2330	2346	0.75
2330	2354	1.5
2330	2368	0.75
2330	2388	19.5
2330	2415	10.5
2330	2430	8.25
2330	2433	0.075
2330	2443	2.25
2330	2450	5.25
2330	2455	9.75
2330	2466	1.5
2330	2469	7.5
2330	2472	0.75
2330	2475	0.75
2330	2488	0.75
2330	2495	6
2330	2528	6
2330	2537	6.9883e-05
2330	2551	0.75
2330	2559	3.75
2330	2578	29.25
2330	2581	1.5
2330	2610	3.75
2330	2623	0.75
2330	2650	8.25
2330	2656	3.75
2330	2678	11.25
2330	2681	0.75
2339	2308	1.5
2339	2354	2.25
2339	2358	0.75
2339	2368	1.5
2339	2388	17.25
2339	2415	10.5
2339	2430	9.75
2339	2440	0.75
2339	2443	2.25
2339	2446	0.75
2339	2450	27.75
2339	2466	6
2339	2469	6
2339	2475	30.75
2339	2495	0.75
2339	2498	2.25
2339	2528	5.25
2339	2531	2.25
2339	2548	7.5
2339	2559	4.5
2339	2578	9.75
2339	2581	0.75
2339	2597	3
2339	2610	0.75
2339	2623	6.75
2339	2647	1.5
2339	2650	2.25
2339	2656	1.5
2339	2678	6.75
2346	2308	0.75
2346	2354	2.25
2346	2368	0.75
2346	2388	6.75
2346	2415	2.25
2346	2430	1.5
2346	2443	1.5
2346	2450	0.75
2346	2466	1.5
2346	2472	0.75
2346	2495	0.75
2346	2528	5.25
2346	2540	0.75
2346	2548	7.5
2346	2551	2.25
2346	2559	5.25
2346	2562	1.5
2346	2567	0.75
2346	2578	8.25
2346	2610	1.5
2346	2635	0.75
2346	2650	3.75
2346	2656	3
2346	2678	8.25
2346	2681	0.75
2354	2296	14.25
2354	2305	2.25
2354	2308	0.75
2354	2312	1.5
2354	2315	15.75
2354	2330	1.5
2354	2339	0.75
2354	2346	10.5
2354	2358	3
2354	2363	4.5
2354	2371	5.25
2354	2383	14.25
2354	2398	21.75
2354	2418	1.5
2354	2423	9
2354	2433	3.45
2354	2436	10.5
2354	2440	0.75
2354	2446	0.75
2354	2450	27
2354	2466	2.25
2354	2469	16.5
2354	2472	1.5
2354	2488	6.75
2354	2495	25.5
2354	2512	2.25
2354	2548	31.5
2354	2551	4.5
2354	2559	6
2354	2562	8.25
2354	2567	7.5
2354	2581	3.75
2354	2592	8.25
2354	2597	9
2354	2600	12.75
2354	2610	23.25
2354	2613	6
2354	2623	37.5
2354	2635	3
2354	2641	13.5
2354	2647	17.25
2354	2650	0.00036492
2354	2653	12
2354	2656	28.5
2354	2659	8.25
2354	2675	6.75
2354	2678	42
2358	2354	1.5
2358	2368	0.75
2358	2388	7.5
2358	2415	4.5
2358	2430	2.25
2358	2466	0.75
2358	2469	1.5
2358	2475	1.5
2358	2495	2.25
2358	2498	0.75
2358	2528	1.5
2358	2531	0.75
2358	2559	2.25
2358	2578	5.25
2358	2597	1.5
2358	2610	0.75
2358	2650	1.5
2358	2656	0.75
2358	2678	6
2363	2308	4.5
2363	2354	0.75
2363	2368	5.25
2363	2388	7.7075e-05
2363	2415	23.25
2363	2430	21.75
2363	2443	16.5
2363	2446	0.75
2363	2455	0.75
2363	2466	5.25
2363	2469	0.75
2363	2472	5.25
2363	2475	6.75
2363	2495	0.75
2363	2528	85.5
2363	2545	1.5
2363	2559	2.25
2363	2562	0.75
2363	2578	2.25
2363	2581	1.5
2363	2610	0.75
2363	2613	0.75
2363	2623	0.75
2363	2650	3
2363	2678	4.5
2368	2296	6
2368	2305	1.5
2368	2312	0.75
2368	2315	3.75
2368	2321	0.75
2368	2330	3
2368	2339	0.75
2368	2346	0.75
2368	2354	2.25
2368	2363	3
2368	2383	1.5
2368	2388	7.5
2368	2393	2.25
2368	2398	2.25
2368	2405	0.75
2368	2415	1.5
2368	2423	1.5
2368	2430	6.75
2368	2433	1.05
2368	2436	3
2368	2440	0.75
2368	2443	14.25
2368	2450	2.25
2368	2472	2.25
2368	2475	9
2368	2485	0.75
2368	2495	3.75
2368	2498	3
2368	2512	0.75
2368	2528	7.5
2368	2545	1.5
2368	2548	6
2368	2559	3
2368	2562	0.75
2368	2567	1.5
2368	2581	0.75
2368	2592	0.75
2368	2597	3.75
2368	2600	3
2368	2610	4.5
2368	2613	0.75
2368	2623	0.75
2368	2635	0.75
2368	2647	0.75
2368	2650	8.25
2368	2656	6
2368	2659	3.75
2368	2678	7.5
2368	2681	3
2371	2296	0.75
2371	2354	0.75
2371	2368	0.75
2371	2405	0.75
2371	2415	0.75
2371	2418	0.75
2371	2430	0.75
2371	2455	6
2371	2475	0.75
2371	2528	5.25
2371	2548	0.75
2371	2559	2.25
2371	2578	3
2371	2581	0.75
2371	2610	1.5
2371	2623	0.75
2371	2650	3.75
2371	2656	0.75
2371	2675	0.75
2371	2678	4.5
2377	2308	0.75
2377	2330	0.75
2377	2388	2.25
2377	2430	0.75
2377	2443	3.75
2377	2469	0.75
2377	2475	2.25
2377	2478	0.75
2377	2498	0.75
2377	2528	3.75
2377	2559	0.75
2377	2581	3
2377	2597	0.75
2377	2650	9
2377	2656	4.5
2377	2675	0.75
2377	2678	1.5
2383	2296	0.75
2383	2346	0.75
2383	2354	21.75
2383	2368	18
2383	2388	6.75
2383	2415	3
2383	2423	0.75
2383	2430	1.5
2383	2446	0.75
2383	2455	0.75
2383	2466	11.25
2383	2475	11.25
2383	2495	30
2383	2528	1.5
2383	2545	0.75
2383	2548	9
2383	2559	6.75
2383	2597	7.5
2383	2610	1.5
2383	2623	2.25
2383	2650	7.5
2383	2656	3.75
2383	2678	6
2388	2285	0.75
2388	2296	8.25
2388	2305	0.75
2388	2308	4.5
2388	2312	0.75
2388	2315	2.25
