2293	3726	0.025431
2293	3729	0.032422
2293	3735	0.34231
2293	3787	0.52576
3633	3701	2.0053
3633	3709	0.14632
3633	3726	0.29772
3633	3735	0.72094
3633	3741	1.5395
3633	3744	0.12474
3633	3750	0.12277
3633	3753	0.088933
3633	3762	0.71872
3633	3787	0.22419
3633	3828	0.044011
3650	3701	1.4994
3650	3709	0.22062
3650	3712	1.5195
3650	3726	0.47612
3650	3729	0.24942
3650	3735	1.0901
3650	3741	1.8306
3650	3744	0.098875
3650	3750	0.24429
3650	3753	0.32417
3650	3787	0.22172
3650	3828	0.1346
3658	3698	0.17902
3658	3718	33.94
3658	3741	8.101
3658	3753	0.69457
3658	3762	0.40537
3658	3823	0.025345
3661	3726	1.845
3661	3729	0.15541
3661	3732	0.040353
3661	3770	0.020182
3664	3709	0.98662
3664	3723	2.3265
3664	3726	4.639
3664	3732	0.27398
3664	3770	0.29278
3671	3701	0.46921
3671	3726	0.99665
3671	3738	0.18992
3671	3741	21.07
3671	3750	0.1125
3671	3753	0.98246
3671	3762	4.3522
3671	3823	0.20544
3671	3828	0.10807
3674	3732	0.052243
3674	3735	2.4255
3674	3741	22.51
3674	3747	0.10626
3674	3756	1.1998
3674	3770	0.049595
3674	3787	11.745
3677	3765	27.911
3680	3726	0.32211
3683	3709	0.04144
3683	3726	1.1835
3683	3729	0.043675
3683	3732	0.04144
3683	3753	0.11494
3683	3770	0.061066
3683	3773	14.34
3686	3701	0.55491
3686	3706	0.17606
3686	3709	0.21482
3686	3729	0.36342
3686	3732	0.22245
3686	3735	0.063932
3686	3741	20.937
3686	3747	10.254
3686	3750	0.008583
3686	3753	0.12064
3686	3759	0.20678
3686	3762	0.12773
3686	3770	0.11013
3686	3776	0.9523
3686	3787	1.2451
3686	3823	0.043261
3689	3709	0.027935
3689	3726	0.68628
3689	3729	0.018052
3689	3732	0.027935
3689	3747	0.043227
3689	3753	0.052573
3689	3770	0.030513
3689	3779	1.56
3689	3787	1.2488
3692	3701	7.8386
3692	3706	0.42385
3692	3732	0.79417
3692	3741	2.1897
3692	3744	2.6038
3692	3750	0.5707
3692	3759	0.53756
3692	3762	0.93744
3692	3770	0.33903
3692	3782	18.705
3692	3823	0.48675
3695	3701	1.7024
3695	3706	0.19108
3695	3709	0.021222
3695	3726	0.087308
3695	3735	0.72414
3695	3741	3.5968
3695	3744	10.648
3695	3747	0.074297
3695	3750	5.1241
3695	3753	37.364
3695	3759	0.11785
3695	3762	0.42211
3695	3787	0.271
3695	3823	0.008181
3805	3698	0.14443
3805	3715	13.481
3805	3762	0.13021
3805	3823	0.21811
